Fecha,Comunidad_Autonoma,Sensor,Valor
2000-10-25,Andalucia,Sensor_4,27.75
2000-10-26,Andalucia,Sensor_4,29.19
2000-10-27,Andalucia,Sensor_4,28.87
2000-10-28,Andalucia,Sensor_4,27.75
2000-10-29,Andalucia,Sensor_4,28.22
2000-10-30,Andalucia,Sensor_4,28.41
2000-10-31,Andalucia,Sensor_4,29.46
2000-11-01,Andalucia,Sensor_4,29.02
2000-11-02,Andalucia,Sensor_4,28.9
2000-11-03,Andalucia,Sensor_4,29.69
2000-11-04,Andalucia,Sensor_4,29.45
2000-11-05,Andalucia,Sensor_4,30.22
2000-11-06,Andalucia,Sensor_4,29.34
2000-11-07,Andalucia,Sensor_4,29.84
2000-11-08,Andalucia,Sensor_4,29.08
2000-11-09,Andalucia,Sensor_4,28.94
2000-11-10,Andalucia,Sensor_4,28.48
2000-11-11,Andalucia,Sensor_4,29.53
2000-11-12,Andalucia,Sensor_4,28.76
2000-11-13,Andalucia,Sensor_4,28.13
2000-11-14,Andalucia,Sensor_4,29.17
2000-11-15,Andalucia,Sensor_4,29.04
2000-11-16,Andalucia,Sensor_4,30.17
2000-11-17,Andalucia,Sensor_4,28.41
2000-11-18,Andalucia,Sensor_4,27.71
2000-11-19,Andalucia,Sensor_4,30.37
2000-11-20,Andalucia,Sensor_4,30.16
2000-11-21,Andalucia,Sensor_4,30.42
2000-11-22,Andalucia,Sensor_4,27.77
2000-11-23,Andalucia,Sensor_4,29.13
2000-11-24,Andalucia,Sensor_4,30.55
2000-11-25,Andalucia,Sensor_4,30.5
2000-11-26,Andalucia,Sensor_4,28.84
2000-11-27,Andalucia,Sensor_4,28.46
2000-11-28,Andalucia,Sensor_4,28.99
2000-11-29,Andalucia,Sensor_4,30.17
2000-11-30,Andalucia,Sensor_4,30.03
2000-12-01,Andalucia,Sensor_4,30.01
2000-12-02,Andalucia,Sensor_4,29.3
2000-12-03,Andalucia,Sensor_4,29.11
2000-12-04,Andalucia,Sensor_4,29.09
2000-12-05,Andalucia,Sensor_4,30.19
2000-12-06,Andalucia,Sensor_4,27.99
2000-12-07,Andalucia,Sensor_4,29.52
2000-12-08,Andalucia,Sensor_4,28.99
2000-12-09,Andalucia,Sensor_4,28.1
2000-12-10,Andalucia,Sensor_4,28.01
2000-12-11,Andalucia,Sensor_4,28.98
2000-12-12,Andalucia,Sensor_4,29.76
2000-12-13,Andalucia,Sensor_4,29.8
2000-12-14,Andalucia,Sensor_4,28.49
2000-12-15,Andalucia,Sensor_4,29.1
2000-12-16,Andalucia,Sensor_4,30.34
2000-12-17,Andalucia,Sensor_4,28.08
2000-12-18,Andalucia,Sensor_4,29.57
2000-12-19,Andalucia,Sensor_4,27.85
2000-12-20,Andalucia,Sensor_4,29.08
2000-12-21,Andalucia,Sensor_4,27.94
2000-12-22,Andalucia,Sensor_4,28.85
2000-12-23,Andalucia,Sensor_4,30.51
2000-12-24,Andalucia,Sensor_4,29.1
2000-12-25,Andalucia,Sensor_4,29.83
2000-12-26,Andalucia,Sensor_4,30.5
2000-12-27,Andalucia,Sensor_4,29.88
2000-12-28,Andalucia,Sensor_4,30.0
2000-12-29,Andalucia,Sensor_4,28.44
2000-12-30,Andalucia,Sensor_4,30.37
2000-12-31,Andalucia,Sensor_4,28.76
2000-01-01,Andalucia,Sensor_5,28.29
2000-01-02,Andalucia,Sensor_5,28.44
2000-01-03,Andalucia,Sensor_5,29.22
2000-01-04,Andalucia,Sensor_5,29.55
2000-01-05,Andalucia,Sensor_5,27.87
2000-01-06,Andalucia,Sensor_5,27.13
2000-01-07,Andalucia,Sensor_5,27.1
2000-01-08,Andalucia,Sensor_5,28.4
2000-01-09,Andalucia,Sensor_5,27.59
2000-01-10,Andalucia,Sensor_5,27.7
2000-01-11,Andalucia,Sensor_5,28.26
2000-01-12,Andalucia,Sensor_5,27.63
2000-01-13,Andalucia,Sensor_5,27.29
2000-01-14,Andalucia,Sensor_5,28.53
2000-01-15,Andalucia,Sensor_5,29.22
2000-01-16,Andalucia,Sensor_5,28.8
2000-01-17,Andalucia,Sensor_5,28.23
2000-01-18,Andalucia,Sensor_5,28.08
2000-01-19,Andalucia,Sensor_5,27.94
2000-01-20,Andalucia,Sensor_5,29.52
2000-01-21,Andalucia,Sensor_5,28.93
2000-01-22,Andalucia,Sensor_5,29.51
2000-01-23,Andalucia,Sensor_5,28.84
2000-01-24,Andalucia,Sensor_5,27.69
2000-01-25,Andalucia,Sensor_5,29.04
2000-01-26,Andalucia,Sensor_5,29.51
2000-01-27,Andalucia,Sensor_5,29.9
2000-01-28,Andalucia,Sensor_5,28.57
2000-01-29,Andalucia,Sensor_5,28.64
2000-01-30,Andalucia,Sensor_5,29.62
2000-01-31,Andalucia,Sensor_5,29.31
2000-02-01,Andalucia,Sensor_5,29.78
2000-02-02,Andalucia,Sensor_5,27.8
2000-02-03,Andalucia,Sensor_5,28.91
2000-02-04,Andalucia,Sensor_5,27.73
2000-02-05,Andalucia,Sensor_5,28.09
2000-02-06,Andalucia,Sensor_5,28.38
2000-02-07,Andalucia,Sensor_5,28.98
2000-02-08,Andalucia,Sensor_5,28.64
2000-02-09,Andalucia,Sensor_5,27.44
2000-02-10,Andalucia,Sensor_5,27.39
2000-02-11,Andalucia,Sensor_5,28.71
2000-02-12,Andalucia,Sensor_5,29.87
2000-02-13,Andalucia,Sensor_5,28.38
2000-02-14,Andalucia,Sensor_5,27.35
2000-02-15,Andalucia,Sensor_5,27.37
2000-02-16,Andalucia,Sensor_5,27.44
2000-02-17,Andalucia,Sensor_5,28.72
2000-02-18,Andalucia,Sensor_5,27.22
2000-02-19,Andalucia,Sensor_5,27.91
2000-02-20,Andalucia,Sensor_5,27.34
2000-02-21,Andalucia,Sensor_5,29.95
2000-02-22,Andalucia,Sensor_5,28.89
2000-02-23,Andalucia,Sensor_5,28.73
2000-02-24,Andalucia,Sensor_5,27.19
2000-02-25,Andalucia,Sensor_5,27.4
2000-02-26,Andalucia,Sensor_5,29.71
2000-02-27,Andalucia,Sensor_5,27.13
2000-02-28,Andalucia,Sensor_5,28.24
2000-02-29,Andalucia,Sensor_5,27.79
2000-03-01,Andalucia,Sensor_5,27.85
2000-03-02,Andalucia,Sensor_5,28.49
2000-03-03,Andalucia,Sensor_5,27.33
2000-03-04,Andalucia,Sensor_5,27.22
2000-03-05,Andalucia,Sensor_5,28.27
2000-03-06,Andalucia,Sensor_5,29.42
2000-03-07,Andalucia,Sensor_5,29.59
2000-03-08,Andalucia,Sensor_5,29.78
2000-03-09,Andalucia,Sensor_5,29.79
2000-03-10,Andalucia,Sensor_5,28.98
2000-03-11,Andalucia,Sensor_5,28.58
2000-03-12,Andalucia,Sensor_5,27.74
2000-03-13,Andalucia,Sensor_5,29.98
2000-03-14,Andalucia,Sensor_5,29.72
2000-03-15,Andalucia,Sensor_5,29.83
2000-03-16,Andalucia,Sensor_5,27.3
2000-03-17,Andalucia,Sensor_5,27.7
2000-03-18,Andalucia,Sensor_5,28.24
2000-03-19,Andalucia,Sensor_5,27.21
2000-03-20,Andalucia,Sensor_5,29.4
2000-03-21,Andalucia,Sensor_5,29.94
2000-03-22,Andalucia,Sensor_5,29.47
2000-03-23,Andalucia,Sensor_5,27.9
2000-03-24,Andalucia,Sensor_5,29.72
2000-03-25,Andalucia,Sensor_5,29.19
2000-03-26,Andalucia,Sensor_5,27.74
2000-03-27,Andalucia,Sensor_5,28.26
2000-03-28,Andalucia,Sensor_5,29.67
2000-03-29,Andalucia,Sensor_5,27.5
2000-03-30,Andalucia,Sensor_5,30.0
2000-03-31,Andalucia,Sensor_5,27.63
2000-04-01,Andalucia,Sensor_5,27.5
2000-04-02,Andalucia,Sensor_5,28.84
2000-04-03,Andalucia,Sensor_5,27.6
2000-04-04,Andalucia,Sensor_5,28.25
2000-04-05,Andalucia,Sensor_5,27.74
2000-04-06,Andalucia,Sensor_5,27.33
2000-04-07,Andalucia,Sensor_5,29.54
2000-04-08,Andalucia,Sensor_5,27.34
2000-04-09,Andalucia,Sensor_5,30.08
2000-04-10,Andalucia,Sensor_5,28.05
2000-04-11,Andalucia,Sensor_5,29.24
2000-04-12,Andalucia,Sensor_5,27.96
2000-04-13,Andalucia,Sensor_5,28.71
2000-04-14,Andalucia,Sensor_5,29.79
2000-04-15,Andalucia,Sensor_5,28.88
2000-04-16,Andalucia,Sensor_5,28.43
2000-04-17,Andalucia,Sensor_5,28.69
2000-04-18,Andalucia,Sensor_5,29.42
2000-04-19,Andalucia,Sensor_5,28.64
2000-04-20,Andalucia,Sensor_5,29.86
2000-04-21,Andalucia,Sensor_5,29.2
2000-04-22,Andalucia,Sensor_5,29.69
2000-04-23,Andalucia,Sensor_5,29.96
2000-04-24,Andalucia,Sensor_5,27.8
2000-04-25,Andalucia,Sensor_5,28.08
2000-04-26,Andalucia,Sensor_5,27.74
2000-04-27,Andalucia,Sensor_5,29.32
2000-04-28,Andalucia,Sensor_5,29.95
2000-04-29,Andalucia,Sensor_5,29.24
2000-04-30,Andalucia,Sensor_5,29.64
2000-05-01,Andalucia,Sensor_5,29.58
2000-05-02,Andalucia,Sensor_5,28.29
2000-05-03,Andalucia,Sensor_5,28.09
2000-05-04,Andalucia,Sensor_5,27.52
2000-05-05,Andalucia,Sensor_5,29.35
2000-05-06,Andalucia,Sensor_5,28.94
2000-05-07,Andalucia,Sensor_5,28.25
2000-05-08,Andalucia,Sensor_5,29.9
2000-05-09,Andalucia,Sensor_5,29.77
2000-05-10,Andalucia,Sensor_5,28.2
2000-05-11,Andalucia,Sensor_5,29.02
2000-05-12,Andalucia,Sensor_5,29.11
2000-05-13,Andalucia,Sensor_5,27.57
2000-05-14,Andalucia,Sensor_5,29.22
2000-05-15,Andalucia,Sensor_5,28.91
2000-05-16,Andalucia,Sensor_5,28.57
2000-05-17,Andalucia,Sensor_5,28.65
2000-05-18,Andalucia,Sensor_5,29.4
2000-05-19,Andalucia,Sensor_5,29.62
2000-05-20,Andalucia,Sensor_5,29.51
2000-05-21,Andalucia,Sensor_5,30.02
2000-05-22,Andalucia,Sensor_5,28.35
2000-05-23,Andalucia,Sensor_5,29.06
2000-05-24,Andalucia,Sensor_5,27.46
2000-05-25,Andalucia,Sensor_5,28.94
2000-05-26,Andalucia,Sensor_5,30.01
2000-05-27,Andalucia,Sensor_5,28.4
2000-05-28,Andalucia,Sensor_5,30.15
2000-05-29,Andalucia,Sensor_5,29.67
2000-05-30,Andalucia,Sensor_5,29.11
2000-05-31,Andalucia,Sensor_5,27.76
2000-06-01,Andalucia,Sensor_5,30.1
2000-06-02,Andalucia,Sensor_5,28.26
2000-06-03,Andalucia,Sensor_5,28.62
2000-06-04,Andalucia,Sensor_5,29.63
2000-06-05,Andalucia,Sensor_5,28.75
2000-06-06,Andalucia,Sensor_5,27.36
2000-06-07,Andalucia,Sensor_5,28.22
2000-06-08,Andalucia,Sensor_5,27.72
2000-06-09,Andalucia,Sensor_5,29.3
2000-06-10,Andalucia,Sensor_5,27.37
2000-06-11,Andalucia,Sensor_5,29.38
2000-06-12,Andalucia,Sensor_5,29.44
2000-06-13,Andalucia,Sensor_5,28.74
2000-06-14,Andalucia,Sensor_5,28.98
2000-06-15,Andalucia,Sensor_5,27.54
2000-06-16,Andalucia,Sensor_5,30.19
2000-06-17,Andalucia,Sensor_5,27.44
2000-06-18,Andalucia,Sensor_5,27.89
2000-06-19,Andalucia,Sensor_5,29.82
2000-06-20,Andalucia,Sensor_5,29.19
2000-06-21,Andalucia,Sensor_5,28.01
2000-06-22,Andalucia,Sensor_5,27.68
2000-06-23,Andalucia,Sensor_5,30.03
2000-06-24,Andalucia,Sensor_5,28.25
2000-06-25,Andalucia,Sensor_5,27.58
2000-06-26,Andalucia,Sensor_5,27.44
2000-06-27,Andalucia,Sensor_5,28.79
2000-06-28,Andalucia,Sensor_5,29.63
2000-06-29,Andalucia,Sensor_5,29.93
2000-06-30,Andalucia,Sensor_5,28.83
2000-07-01,Andalucia,Sensor_5,28.75
2000-07-02,Andalucia,Sensor_5,29.63
2000-07-03,Andalucia,Sensor_5,30.26
2000-07-04,Andalucia,Sensor_5,27.83
2000-07-05,Andalucia,Sensor_5,27.99
2000-07-06,Andalucia,Sensor_5,29.9
2000-07-07,Andalucia,Sensor_5,28.79
2000-07-08,Andalucia,Sensor_5,27.6
2000-07-09,Andalucia,Sensor_5,30.23
2000-07-10,Andalucia,Sensor_5,29.94
2000-07-11,Andalucia,Sensor_5,29.76
2000-07-12,Andalucia,Sensor_5,29.29
2000-07-13,Andalucia,Sensor_5,29.44
2000-07-14,Andalucia,Sensor_5,28.49
2000-07-15,Andalucia,Sensor_5,29.04
2000-07-16,Andalucia,Sensor_5,30.28
2000-07-17,Andalucia,Sensor_5,29.12
2000-07-18,Andalucia,Sensor_5,27.68
2000-07-19,Andalucia,Sensor_5,28.89
2000-07-20,Andalucia,Sensor_5,28.21
2000-07-21,Andalucia,Sensor_5,28.28
2000-07-22,Andalucia,Sensor_5,29.18
2000-07-23,Andalucia,Sensor_5,30.24
2000-07-24,Andalucia,Sensor_5,30.19
2000-07-25,Andalucia,Sensor_5,30.07
2000-07-26,Andalucia,Sensor_5,28.56
2000-07-27,Andalucia,Sensor_5,28.66
2000-07-28,Andalucia,Sensor_5,28.2
2000-07-29,Andalucia,Sensor_5,30.19
2000-07-30,Andalucia,Sensor_5,28.93
2000-07-31,Andalucia,Sensor_5,27.59
2000-08-01,Andalucia,Sensor_5,27.76
2000-08-02,Andalucia,Sensor_5,29.7
2000-08-03,Andalucia,Sensor_5,27.54
2000-08-04,Andalucia,Sensor_5,28.73
2000-08-05,Andalucia,Sensor_5,30.03
2000-08-06,Andalucia,Sensor_5,28.91
2000-08-07,Andalucia,Sensor_5,29.87
2000-08-08,Andalucia,Sensor_5,27.75
2000-08-09,Andalucia,Sensor_5,28.74
2000-08-10,Andalucia,Sensor_5,29.02
2000-08-11,Andalucia,Sensor_5,29.83
2000-08-12,Andalucia,Sensor_5,29.27
2000-08-13,Andalucia,Sensor_5,27.52
2000-08-14,Andalucia,Sensor_5,30.16
2000-08-15,Andalucia,Sensor_5,29.93
2000-08-16,Andalucia,Sensor_5,28.94
2000-08-17,Andalucia,Sensor_5,29.51
2000-08-18,Andalucia,Sensor_5,30.06
2000-08-19,Andalucia,Sensor_5,29.45
2000-08-20,Andalucia,Sensor_5,29.88
2000-08-21,Andalucia,Sensor_5,29.27
2000-08-22,Andalucia,Sensor_5,29.12
2000-08-23,Andalucia,Sensor_5,28.75
2000-08-24,Andalucia,Sensor_5,27.91
2000-08-25,Andalucia,Sensor_5,28.36
2000-08-26,Andalucia,Sensor_5,28.47
2000-08-27,Andalucia,Sensor_5,29.72
2000-08-28,Andalucia,Sensor_5,29.8
2000-08-29,Andalucia,Sensor_5,30.21
2000-08-30,Andalucia,Sensor_5,28.43
2000-08-31,Andalucia,Sensor_5,28.41
2000-09-01,Andalucia,Sensor_5,29.22
2000-09-02,Andalucia,Sensor_5,27.82
2000-09-03,Andalucia,Sensor_5,29.34
2000-09-04,Andalucia,Sensor_5,28.76
2000-09-05,Andalucia,Sensor_5,29.94
2000-09-06,Andalucia,Sensor_5,29.49
2000-09-07,Andalucia,Sensor_5,30.22
2000-09-08,Andalucia,Sensor_5,30.43
2000-09-09,Andalucia,Sensor_5,28.76
2000-09-10,Andalucia,Sensor_5,30.26
2000-09-11,Andalucia,Sensor_5,28.21
2000-09-12,Andalucia,Sensor_5,29.09
2000-09-13,Andalucia,Sensor_5,28.48
2000-09-14,Andalucia,Sensor_5,30.18
2000-09-15,Andalucia,Sensor_5,27.61
2000-09-16,Andalucia,Sensor_5,28.69
2000-09-17,Andalucia,Sensor_5,27.94
2000-09-18,Andalucia,Sensor_5,27.91
2000-09-19,Andalucia,Sensor_5,28.47
2000-09-20,Andalucia,Sensor_5,29.84
2000-09-21,Andalucia,Sensor_5,29.23
2000-09-22,Andalucia,Sensor_5,29.24
2000-09-23,Andalucia,Sensor_5,30.22
2000-09-24,Andalucia,Sensor_5,29.56
2000-09-25,Andalucia,Sensor_5,29.35
2000-09-26,Andalucia,Sensor_5,28.39
2000-09-27,Andalucia,Sensor_5,28.32
2000-09-28,Andalucia,Sensor_5,28.06
2000-09-29,Andalucia,Sensor_5,29.63
2000-09-30,Andalucia,Sensor_5,30.09
2000-10-01,Andalucia,Sensor_5,30.37
2000-10-02,Andalucia,Sensor_5,30.4
2000-10-03,Andalucia,Sensor_5,29.21
2000-10-04,Andalucia,Sensor_5,29.34
2000-10-05,Andalucia,Sensor_5,29.39
2000-10-06,Andalucia,Sensor_5,30.46
2000-10-07,Andalucia,Sensor_5,27.75
2000-10-08,Andalucia,Sensor_5,28.66
2000-10-09,Andalucia,Sensor_5,29.04
2000-10-10,Andalucia,Sensor_5,30.28
2000-10-11,Andalucia,Sensor_5,28.73
2000-10-12,Andalucia,Sensor_5,29.31
2000-10-13,Andalucia,Sensor_5,30.2
2000-10-14,Andalucia,Sensor_5,29.58
2000-10-15,Andalucia,Sensor_5,30.48
2000-10-16,Andalucia,Sensor_5,28.2
2000-10-17,Andalucia,Sensor_5,30.51
2000-10-18,Andalucia,Sensor_5,29.39
2000-10-19,Andalucia,Sensor_5,28.15
2000-10-20,Andalucia,Sensor_5,30.22
2000-10-21,Andalucia,Sensor_5,29.47
2000-10-22,Andalucia,Sensor_5,30.4
2000-10-23,Andalucia,Sensor_5,27.77
2000-10-24,Andalucia,Sensor_5,30.36
2000-10-25,Andalucia,Sensor_5,30.27
2000-10-26,Andalucia,Sensor_5,27.87
2000-10-27,Andalucia,Sensor_5,28.75
2000-10-28,Andalucia,Sensor_5,28.85
2000-10-29,Andalucia,Sensor_5,29.18
2000-10-30,Andalucia,Sensor_5,30.23
2000-10-31,Andalucia,Sensor_5,30.27
2000-11-01,Andalucia,Sensor_5,29.23
2000-11-02,Andalucia,Sensor_5,29.37
2000-11-03,Andalucia,Sensor_5,28.68
2000-11-04,Andalucia,Sensor_5,29.91
2000-11-05,Andalucia,Sensor_5,27.91
2000-11-06,Andalucia,Sensor_5,28.29
2000-11-07,Andalucia,Sensor_5,28.31
2000-11-08,Andalucia,Sensor_5,28.23
2000-11-09,Andalucia,Sensor_5,28.12
2000-11-10,Andalucia,Sensor_5,30.56
2000-11-11,Andalucia,Sensor_5,27.88
2000-11-12,Andalucia,Sensor_5,29.99
2000-11-13,Andalucia,Sensor_5,30.45
2000-11-14,Andalucia,Sensor_5,28.23
2000-11-15,Andalucia,Sensor_5,29.83
2000-11-16,Andalucia,Sensor_5,29.38
2000-11-17,Andalucia,Sensor_5,28.19
2000-11-18,Andalucia,Sensor_5,28.47
2000-11-19,Andalucia,Sensor_5,30.38
2000-11-20,Andalucia,Sensor_5,30.58
2000-11-21,Andalucia,Sensor_5,28.08
2000-11-22,Andalucia,Sensor_5,30.24
2000-11-23,Andalucia,Sensor_5,27.79
2000-11-24,Andalucia,Sensor_5,30.01
2000-11-25,Andalucia,Sensor_5,28.08
2000-11-26,Andalucia,Sensor_5,29.02
2000-11-27,Andalucia,Sensor_5,28.36
2000-11-28,Andalucia,Sensor_5,28.27
2000-11-29,Andalucia,Sensor_5,29.3
2000-11-30,Andalucia,Sensor_5,29.02
2000-12-01,Andalucia,Sensor_5,27.75
2000-12-02,Andalucia,Sensor_5,30.64
2000-12-03,Andalucia,Sensor_5,28.46
2000-12-04,Andalucia,Sensor_5,27.81
2000-12-05,Andalucia,Sensor_5,30.4
2000-12-06,Andalucia,Sensor_5,28.55
2000-12-07,Andalucia,Sensor_5,28.42
2000-12-08,Andalucia,Sensor_5,27.94
2000-12-09,Andalucia,Sensor_5,29.92
2000-12-10,Andalucia,Sensor_5,28.79
2000-12-11,Andalucia,Sensor_5,27.99
2000-12-12,Andalucia,Sensor_5,28.78
2000-12-13,Andalucia,Sensor_5,29.17
2000-12-14,Andalucia,Sensor_5,30.11
2000-12-15,Andalucia,Sensor_5,30.02
2000-12-16,Andalucia,Sensor_5,30.56
2000-12-17,Andalucia,Sensor_5,27.88
2000-12-18,Andalucia,Sensor_5,30.43
2000-12-19,Andalucia,Sensor_5,29.94
2000-12-20,Andalucia,Sensor_5,29.75
2000-12-21,Andalucia,Sensor_5,30.62
2000-12-22,Andalucia,Sensor_5,30.48
2000-12-23,Andalucia,Sensor_5,29.87
2000-12-24,Andalucia,Sensor_5,29.93
2000-12-25,Andalucia,Sensor_5,28.45
2000-12-26,Andalucia,Sensor_5,30.4
2000-12-27,Andalucia,Sensor_5,28.6
2000-12-28,Andalucia,Sensor_5,28.27
2000-12-29,Andalucia,Sensor_5,30.31
2000-12-30,Andalucia,Sensor_5,29.28
2000-12-31,Andalucia,Sensor_5,29.81
2001-01-01,Andalucia,Sensor_1,28.02
2001-01-02,Andalucia,Sensor_1,29.31
2001-01-03,Andalucia,Sensor_1,29.77
2001-01-04,Andalucia,Sensor_1,30.2
2001-01-05,Andalucia,Sensor_1,28.61
2001-01-06,Andalucia,Sensor_1,29.6
2001-01-07,Andalucia,Sensor_1,29.26
2001-01-08,Andalucia,Sensor_1,29.05
2001-01-09,Andalucia,Sensor_1,29.74
2001-01-10,Andalucia,Sensor_1,29.93
2001-01-11,Andalucia,Sensor_1,29.74
2001-01-12,Andalucia,Sensor_1,30.75
2001-01-13,Andalucia,Sensor_1,30.79
2001-01-14,Andalucia,Sensor_1,29.72
2001-01-15,Andalucia,Sensor_1,28.34
2001-01-16,Andalucia,Sensor_1,28.78
2001-01-17,Andalucia,Sensor_1,30.31
2001-01-18,Andalucia,Sensor_1,28.23
2001-01-19,Andalucia,Sensor_1,28.82
2001-01-20,Andalucia,Sensor_1,30.22
2001-01-21,Andalucia,Sensor_1,29.91
2001-01-22,Andalucia,Sensor_1,28.45
2001-01-23,Andalucia,Sensor_1,29.5
2001-01-24,Andalucia,Sensor_1,29.53
2001-01-25,Andalucia,Sensor_1,28.45
2001-01-26,Andalucia,Sensor_1,29.91
2001-01-27,Andalucia,Sensor_1,29.03
2001-01-28,Andalucia,Sensor_1,28.47
2001-01-29,Andalucia,Sensor_1,29.21
2001-01-30,Andalucia,Sensor_1,30.63
2001-01-31,Andalucia,Sensor_1,29.26
2001-02-01,Andalucia,Sensor_1,29.26
2001-02-02,Andalucia,Sensor_1,29.79
2001-02-03,Andalucia,Sensor_1,30.04
2001-02-04,Andalucia,Sensor_1,29.31
2001-02-05,Andalucia,Sensor_1,29.91
2001-02-06,Andalucia,Sensor_1,29.67
2001-02-07,Andalucia,Sensor_1,29.98
2001-02-08,Andalucia,Sensor_1,27.99
2001-02-09,Andalucia,Sensor_1,28.27
2001-02-10,Andalucia,Sensor_1,28.11
2001-02-11,Andalucia,Sensor_1,30.55
2001-02-12,Andalucia,Sensor_1,28.57
2001-02-13,Andalucia,Sensor_1,28.13
2001-02-14,Andalucia,Sensor_1,30.16
2001-02-15,Andalucia,Sensor_1,29.69
2001-02-16,Andalucia,Sensor_1,29.82
2001-02-17,Andalucia,Sensor_1,28.24
2001-02-18,Andalucia,Sensor_1,30.3
2001-02-19,Andalucia,Sensor_1,30.12
2001-02-20,Andalucia,Sensor_1,28.61
2001-02-21,Andalucia,Sensor_1,29.35
2001-02-22,Andalucia,Sensor_1,29.33
2001-02-23,Andalucia,Sensor_1,29.43
2001-02-24,Andalucia,Sensor_1,29.56
2001-02-25,Andalucia,Sensor_1,28.73
2001-02-26,Andalucia,Sensor_1,28.06
2001-02-27,Andalucia,Sensor_1,29.22
2001-02-28,Andalucia,Sensor_1,29.55
2001-03-01,Andalucia,Sensor_1,28.37
2001-03-02,Andalucia,Sensor_1,30.43
2001-03-03,Andalucia,Sensor_1,29.47
2001-03-04,Andalucia,Sensor_1,30.73
2001-03-05,Andalucia,Sensor_1,29.14
2001-03-06,Andalucia,Sensor_1,30.63
2001-03-07,Andalucia,Sensor_1,29.44
2001-03-08,Andalucia,Sensor_1,29.16
2001-03-09,Andalucia,Sensor_1,28.4
2001-03-10,Andalucia,Sensor_1,29.92
2001-03-11,Andalucia,Sensor_1,28.9
2001-03-12,Andalucia,Sensor_1,29.63
2001-03-13,Andalucia,Sensor_1,28.17
2001-03-14,Andalucia,Sensor_1,29.76
2001-03-15,Andalucia,Sensor_1,30.51
2001-03-16,Andalucia,Sensor_1,29.73
2001-03-17,Andalucia,Sensor_1,29.72
2001-03-18,Andalucia,Sensor_1,28.63
2001-03-19,Andalucia,Sensor_1,29.9
2001-03-20,Andalucia,Sensor_1,29.38
2001-03-21,Andalucia,Sensor_1,30.06
2001-03-22,Andalucia,Sensor_1,28.41
2001-03-23,Andalucia,Sensor_1,29.87
2001-03-24,Andalucia,Sensor_1,30.32
2001-03-25,Andalucia,Sensor_1,28.92
2001-03-26,Andalucia,Sensor_1,28.36
2001-03-27,Andalucia,Sensor_1,28.27
2001-03-28,Andalucia,Sensor_1,29.61
2001-03-29,Andalucia,Sensor_1,29.38
2001-03-30,Andalucia,Sensor_1,28.71
2001-03-31,Andalucia,Sensor_1,28.86
2001-04-01,Andalucia,Sensor_1,28.55
2001-04-02,Andalucia,Sensor_1,30.02
2001-04-03,Andalucia,Sensor_1,28.31
2001-04-04,Andalucia,Sensor_1,29.49
2001-04-05,Andalucia,Sensor_1,28.64
2001-04-06,Andalucia,Sensor_1,28.47
2001-04-07,Andalucia,Sensor_1,29.93
2001-04-08,Andalucia,Sensor_1,28.37
2001-04-09,Andalucia,Sensor_1,29.14
2001-04-10,Andalucia,Sensor_1,29.53
2001-04-11,Andalucia,Sensor_1,28.68
2001-04-12,Andalucia,Sensor_1,30.21
2001-04-13,Andalucia,Sensor_1,30.09
2001-04-14,Andalucia,Sensor_1,28.23
2001-04-15,Andalucia,Sensor_1,28.16
2001-04-16,Andalucia,Sensor_1,28.68
2001-04-17,Andalucia,Sensor_1,29.21
2001-04-18,Andalucia,Sensor_1,28.69
2001-04-19,Andalucia,Sensor_1,30.74
2001-04-20,Andalucia,Sensor_1,28.91
2001-04-21,Andalucia,Sensor_1,28.2
2001-04-22,Andalucia,Sensor_1,28.83
2001-04-23,Andalucia,Sensor_1,30.68
2001-04-24,Andalucia,Sensor_1,29.68
2001-04-25,Andalucia,Sensor_1,30.17
2001-04-26,Andalucia,Sensor_1,30.48
2001-04-27,Andalucia,Sensor_1,28.29
2001-04-28,Andalucia,Sensor_1,28.57
2001-04-29,Andalucia,Sensor_1,29.95
2001-04-30,Andalucia,Sensor_1,28.7
2001-05-01,Andalucia,Sensor_1,28.88
2001-05-02,Andalucia,Sensor_1,30.25
2001-05-03,Andalucia,Sensor_1,30.48
2001-05-04,Andalucia,Sensor_1,28.48
2001-05-05,Andalucia,Sensor_1,29.03
2001-05-06,Andalucia,Sensor_1,30.73
2001-05-07,Andalucia,Sensor_1,28.96
2001-05-08,Andalucia,Sensor_1,30.61
2001-05-09,Andalucia,Sensor_1,29.44
2001-05-10,Andalucia,Sensor_1,28.71
2001-05-11,Andalucia,Sensor_1,30.02
2001-05-12,Andalucia,Sensor_1,29.71
2001-05-13,Andalucia,Sensor_1,30.7
2001-05-14,Andalucia,Sensor_1,28.49
2001-05-15,Andalucia,Sensor_1,28.43
2001-05-16,Andalucia,Sensor_1,30.65
2001-05-17,Andalucia,Sensor_1,30.45
2001-05-18,Andalucia,Sensor_1,28.99
2001-05-19,Andalucia,Sensor_1,28.33
2001-05-20,Andalucia,Sensor_1,28.09
2001-05-21,Andalucia,Sensor_1,27.97
2001-05-22,Andalucia,Sensor_1,28.76
2001-05-23,Andalucia,Sensor_1,30.72
2001-05-24,Andalucia,Sensor_1,29.76
2001-05-25,Andalucia,Sensor_1,30.51
2001-05-26,Andalucia,Sensor_1,29.08
2001-05-27,Andalucia,Sensor_1,28.48
2001-05-28,Andalucia,Sensor_1,30.83
